TFT,TFT-median,TFT-lo-90,TFT-lo-80,TFT-hi-80,TFT-hi-90
7791.556,7789.8657,7663.289,7691.846,7895.765,7928.005
7959.563,7959.202,7826.658,7860.21,8059.9233,8087.2437
8301.373,8300.232,8177.389,8202.042,8402.969,8432.482
8706.643,8705.236,8581.582,8605.911,8802.989,8832.805
8921.591,8922.832,8791.173,8820.705,9025.139,9048.834
9101.995,9103.222,8975.756,9009.483,9198.46,9225.089
9324.584,9325.11,9201.057,9230.665,9417.6455,9444.746
9410.287,9409.8125,9283.08,9310.517,9510.389,9540.449
9517.013,9515.828,9386.651,9424.529,9612.929,9641.644
9763.417,9764.481,9642.604,9667.855,9851.325,9878.076
10139.865,10138.339,10019.593,10042.159,10234.368,10264.854
10640.072,10642.286,10513.858,10536.325,10736.017,10770.056
10889.803,10887.302,10763.63,10791.072,10994.512,11023.673
11069.856,11069.15,10948.405,10975.634,11162.672,11194.271
11115.914,11116.459,10990.452,11018.581,11218.26,11243.671
10368.976,10369.491,10240.015,10268.955,10470.479,10501.808
9662.35,9659.542,9524.532,9554.075,9770.311,9798.696
8921.72,8922.266,8796.733,8830.088,9020.729,9047.28
8315.38,8316.391,8194.6,8218.256,8410.118,8441.114
7847.098,7849.1343,7714.359,7748.997,7950.2056,7976.054
7599.272,7598.198,7469.697,7498.9854,7698.934,7735.604
7491.062,7490.5723,7357.2983,7390.547,7592.4253,7611.3926
7620.278,7618.6123,7496.115,7523.2104,7720.7944,7746.626
8021.6016,8019.2275,7895.824,7920.265,8125.1626,8159.4854
8649.45,8648.728,8527.488,8553.299,8742.863,8768.084
9060.422,9058.733,8929.347,8963.75,9164.64,9190.753
9290.42,9287.631,9175.899,9200.543,9382.56,9415.102
9415.814,9411.869,9294.975,9323.133,9514.483,9545.566
9398.049,9396.154,9277.281,9307.131,9494.231,9529.218
9519.238,9518.725,9389.369,9426.456,9617.046,9649.057
9525.114,9527.233,9391.771,9427.697,9625.782,9650.546
9453.296,9454.637,9321.047,9349.117,9551.833,9578.13
9495.18,9495.881,9374.897,9403.585,9590.119,9611.805
9590.009,9591.091,9468.089,9492.159,9688.781,9708.744
9781.365,9779.605,9650.913,9682.75,9878.247,9906.793
10030.893,10032.8125,9910.261,9930.516,10129.492,10151.133
10134.022,10132.525,10008.414,10041.688,10230.94,10260.02
10314.054,10312.302,10177.278,10214.351,10414.674,10445.799
10256.59,10260.043,10129.441,10161.005,10353.709,10382.541
9661.651,9659.842,9536.968,9566.31,9757.125,9787.089
9030.526,9030.902,8903.72,8932.688,9129.912,9152.889
8412.797,8413.043,8295.283,8320.298,8505.015,8532.604
7941.588,7940.579,7818.559,7844.2925,8034.2056,8064.417
7665.998,7663.582,7545.006,7568.435,7764.9873,7795.6587
7595.276,7594.8086,7467.8984,7496.435,7699.597,7726.7656
7585.338,7581.5605,7455.718,7484.2583,7686.18,7716.3706
7776.116,7778.5317,7638.254,7670.3022,7871.955,7901.242
8337.6455,8339.013,8196.117,8233.893,8439.126,8463.623
8987.913,8985.516,8854.12,8883.745,9090.627,9115.134
9551.163,9546.942,9429.99,9456.297,9654.579,9681.992
9902.852,9906.646,9772.79,9798.603,10001.235,10032.722
10018.214,10019.145,9888.971,9919.523,10112.041,10145.08
10078.31,10083.33,9949.026,9982.031,10175.899,10207.037
10106.3,10106.403,9979.618,10010.745,10196.403,10221.753
10141.93,10142.126,10017.739,10042.245,10236.4,10264.531
10203.786,10206.322,10068.759,10098.272,10307.042,10339.715
10231.07,10231.164,10102.236,10132.227,10332.825,10357.955
10362.364,10361.924,10233.383,10263.153,10465.993,10489.155
10581.308,10583.014,10450.593,10481.827,10677.524,10703.139
11016.14,11016.663,10888.233,10920.404,11115.856,11147.632
11212.975,11212.059,11086.835,11113.722,11310.262,11345.602
11240.796,11239.393,11112.758,11147.263,11336.184,11362.081
11034.572,11035.137,10907.571,10937.824,11135.829,11165.901
10586.038,10583.443,10467.019,10491.358,10687.082,10723.637
10086.416,10087.652,9958.2295,9985.986,10184.666,10210.803
9614.032,9612.35,9492.264,9516.627,9714.032,9744.45
1965.1539,1964.9122,1924.6243,1933.9396,1995.7521,2006.5554
1948.6548,1948.0857,1910.5817,1918.2335,1980.0226,1990.0096
1919.1956,1919.1117,1878.9758,1888.8527,1949.0931,1957.2568
1934.7206,1934.557,1893.455,1902.4501,1964.6079,1974.1731
1985.53,1984.9812,1947.2609,1955.3295,2015.7937,2024.8157
2109.656,2109.7234,2066.7043,2077.647,2140.4292,2149.2014
2275.0063,2274.4534,2234.9338,2244.1394,2307.084,2316.3547
2346.4058,2346.7708,2307.9082,2316.8206,2375.4888,2384.1782
2261.758,2261.4277,2221.5427,2231.2227,2292.0603,2301.1433
2098.6455,2098.8853,2058.4153,2067.5164,2130.1316,2137.9343
1978.1085,1978.4792,1939.1073,1946.6072,2008.8334,2017.6907
1887.4587,1887.3754,1847.2518,1856.1954,1917.3857,1926.8345
1845.6562,1846.4521,1804.907,1813.2063,1877.1002,1885.5331
1775.113,1775.3752,1732.8899,1744.3203,1806.9592,1817.0494
1773.128,1772.7196,1733.5687,1742.097,1802.7303,1812.5721
1795.8665,1796.8811,1757.1531,1766.058,1825.951,1833.7476
1917.3777,1916.8801,1876.4344,1886.7899,1950.0289,1959.4056
2100.2773,2100.6125,2061.4448,2070.3032,2130.24,2138.6963
2283.2805,2282.326,2243.7688,2254.8315,2313.9707,2320.9294
2422.9873,2422.5142,2384.5344,2392.4893,2453.3127,2464.547
2409.624,2409.1685,2370.413,2379.5056,2439.7344,2450.8655
2273.9543,2273.809,2235.053,2243.5151,2304.4421,2311.6484
2124.9656,2125.863,2085.6199,2094.5803,2155.207,2162.6577
1965.8119,1966.3635,1923.4873,1934.745,1995.3776,2004.652
1841.745,1842.5331,1802.1077,1812.024,1870.919,1881.4609
1770.7457,1771.1987,1730.6316,1740.0535,1800.6124,1809.4423
1745.4857,1744.8984,1707.0796,1714.8536,1777.4781,1786.2045
1713.558,1714.1511,1674.4114,1683.6553,1743.4014,1751.9404
1745.2577,1744.9712,1703.9515,1713.6289,1778.0243,1786.7942
1817.5737,1817.9233,1777.3866,1787.6516,1847.051,1856.2836
1969.8695,1971.2015,1928.3442,1936.9662,2000.364,2009.2198
2080.4565,2080.144,2041.1165,2049.6577,2110.2498,2122.2793
2150.164,2150.2163,2108.867,2119.3186,2181.235,2191.9043
1957.7653,1956.3063,1919.5033,1927.5455,1990.0459,2001.8319
1777.7716,1777.0361,1738.4618,1747.7262,1809.0321,1817.2455
1749.6868,1748.7651,1710.6842,1719.31,1780.5071,1789.9469
1680.1885,1679.2141,1641.3644,1649.7559,1711.2448,1721.1484
1664.8066,1664.5544,1624.8217,1634.5516,1694.9498,1704.7686
1667.1455,1666.3673,1629.1616,1638.7397,1697.3448,1707.0714
1685.22,1686.406,1645.7001,1653.8854,1713.5328,1720.3815
1793.4965,1793.3544,1754.632,1764.9474,1823.1669,1831.1188
1986.7699,1985.1877,1949.4949,1956.59,2017.5311,2025.2177
2131.5376,2131.8315,2090.011,2099.1025,2162.85,2173.9966
2250.4502,2250.8398,2213.4175,2220.568,2281.0708,2288.77
2243.0015,2243.729,2205.056,2212.1555,2271.224,2280.2634
2109.505,2109.1265,2069.8342,2079.6125,2138.4104,2147.2969
1982.7352,1981.8542,1944.2146,1953.041,2013.7788,2021.686
1851.3328,1850.1786,1811.0586,1820.7686,1882.2192,1890.7228
1739.2045,1738.7966,1702.3295,1711.7943,1768.25,1777.4567
1667.1163,1666.8469,1625.0093,1635.8606,1699.4503,1711.293
1979.0104,1978.877,1937.484,1947.2668,2010.9265,2020.2169
1625.3965,1624.7997,1585.772,1595.7266,1656.2338,1667.3174
1651.4884,1651.2109,1611.7421,1622.8591,1683.4253,1690.6528
1698.6733,1698.5356,1658.4436,1666.8494,1730.2133,1739.1755
1471.8003,1472.0891,1432.323,1441.5344,1500.9222,1509.9125
1878.8615,1879.4839,1839.033,1846.285,1909.6782,1919.3112
1954.3547,1952.9175,1916.7786,1923.8785,1985.6124,1995.3411
2094.0264,2094.7422,2052.4111,2061.5996,2123.373,2132.9255
2131.5396,2130.9878,2092.3071,2099.934,2161.6746,2171.5122
2193.0964,2193.9211,2149.3193,2160.6519,2224.0408,2231.9563
2221.8867,2221.5781,2185.8303,2192.21,2253.3174,2260.8586
2236.6091,2236.3726,2197.1484,2204.9548,2269.1023,2277.4414
2254.6997,2254.583,2217.3835,2223.81,2284.2002,2293.365
2252.2854,2252.5042,2211.7634,2220.5352,2282.0989,2291.1477
2316.937,2315.6484,2278.6272,2288.0146,2347.656,2356.0266
2399.7236,2399.052,2360.0024,2370.4436,2429.7175,2437.1055
2452.7205,2452.6255,2413.2026,2423.3894,2481.74,2491.82
2449.926,2449.0957,2412.9138,2421.0288,2480.0667,2486.9507
2361.5093,2361.8267,2323.414,2331.8972,2390.9968,2401.1711
2235.8643,2235.997,2195.387,2205.4807,2265.6003,2273.0244
2102.0005,2102.3516,2060.522,2070.226,2132.4248,2141.5535
1957.2362,1957.2446,1916.3818,1926.1903,1988.9381,1998.0334
1835.5022,1834.9937,1795.9205,1805.0316,1865.0001,1875.7329
1749.7704,1748.9985,1709.89,1720.7837,1780.8802,1790.2634
1705.3535,1704.8083,1668.0332,1675.3496,1735.8978,1744.9684
1681.2175,1679.99,1640.0687,1649.8304,1713.7113,1723.9323
1693.4589,1694.4716,1650.5264,1660.987,1725.0653,1735.1979
1727.1622,1727.356,1685.2079,1694.5206,1759.9021,1767.8761
1789.6888,1790.8623,1750.0308,1757.2189,1819.4065,1827.1735
1848.1774,1848.2661,1809.1772,1817.8806,1877.181,1887.1818
1934.1992,1933.9957,1895.4507,1904.7786,1964.4421,1973.0737
2034.6813,2034.3118,1995.2014,2004.1166,2066.1106,2075.1406
2145.7256,2145.2773,2106.0457,2114.575,2175.4011,2186.4214
2168.3225,2168.4412,2131.2715,2137.6409,2197.8044,2207.3733
2180.8115,2180.8833,2139.5884,2148.4382,2212.0974,2221.0447
2226.2266,2226.974,2187.1323,2195.3806,2256.5212,2264.9517
2178.8777,2179.0325,2140.2056,2148.025,2209.985,2217.9106
2168.1812,2168.693,2129.3274,2136.948,2198.7156,2206.1428
2221.3193,2221.316,2182.3892,2191.464,2250.4277,2259.7444
2318.592,2317.7317,2280.566,2289.72,2348.4106,2356.6465
2349.529,2349.6938,2308.1392,2319.4006,2379.4912,2388.0515
2396.0703,2396.4094,2354.332,2363.9915,2427.5684,2435.4812
2336.67,2336.3066,2298.8318,2306.3242,2367.9612,2377.2722
2209.9285,2209.9297,2171.2761,2180.8342,2241.2856,2248.819
2064.8965,2065.136,2022.4366,2032.5619,2096.36,2107.8225
1913.2047,1913.994,1872.4585,1882.0411,1942.1411,1949.8997
1791.012,1791.0227,1748.9493,1759.0616,1822.2832,1831.1952
1728.747,1728.6794,1688.026,1696.1298,1761.3595,1770.3922
1696.129,1695.6523,1657.901,1666.7411,1726.7094,1734.2087
1686.9318,1686.8049,1647.285,1657.3163,1715.7128,1725.4574
1726.487,1725.8867,1687.2078,1697.2545,1756.349,1766.2891
1981.637,1981.5966,1938.0844,1950.1631,2012.761,2021.8652
1985.8829,1986.1946,1944.783,1953.2858,2016.8284,2028.3167
2113.116,2113.459,2074.229,2082.9438,2144.3743,2152.9119
2093.6729,2092.9375,2055.0435,2063.106,2124.8643,2135.0425
2331.5002,2331.072,2291.843,2300.7817,2363.6548,2370.069
2326.652,2326.7651,2286.987,2296.465,2355.868,2365.014
2288.6707,2288.6917,2249.695,2258.8904,2317.9998,2326.7566
2251.3948,2250.7522,2211.9783,2222.4788,2281.532,2291.2168
2268.7756,2268.1636,2230.6133,2238.6926,2299.2307,2311.291
2225.924,2225.245,2187.0012,2195.3284,2255.6267,2265.2039
2319.503,2319.5159,2281.793,2289.4888,2350.0513,2360.4465
2341.9211,2341.6543,2302.062,2310.7925,2372.2744,2380.5571
2445.696,2446.636,2405.3835,2415.1243,2474.0298,2483.148
2325.057,2325.7656,2284.5483,2292.7354,2356.0586,2364.7617
2366.515,2366.1743,2329.5261,2337.4207,2395.6594,2404.3867
2479.3508,2478.7651,2437.7979,2447.5522,2511.008,2520.4153
2474.9038,2474.7207,2437.3545,2445.0115,2505.3184,2512.1702
2301.0967,2300.396,2260.6416,2270.0999,2331.8833,2342.7568
1992.1644,1992.0571,1954.7977,1962.1238,2020.5876,2029.7783
1876.4601,1876.1343,1838.3726,1846.6611,1906.9432,1915.8464
1825.926,1825.9607,1786.478,1796.1462,1855.914,1863.9536
1793.7732,1794.3462,1752.5837,1761.0607,1823.8723,1834.0812
1791.417,1790.6919,1747.7664,1760.1176,1823.7979,1834.0878
1828.148,1828.081,1787.242,1796.6691,1859.1176,1866.2924
1935.3727,1934.8326,1896.5983,1905.1395,1965.7421,1974.3608
2098.5852,2098.3315,2059.5586,2069.0132,2127.4272,2136.8628
2257.204,2257.397,2216.432,2224.9353,2287.5955,2298.546
2365.9583,2366.1753,2326.318,2335.1917,2396.4414,2404.3625
2413.8875,2414.647,2372.0276,2382.2166,2444.7205,2453.9453
2431.3928,2431.564,2393.6892,2401.6406,2462.1382,2470.318
2423.633,2424.4182,2383.7126,2391.7878,2453.119,2462.7349
2415.7356,2415.9512,2376.8723,2385.9023,2446.5671,2454.853
2307.0198,2307.2007,2266.9067,2276.1235,2338.0378,2348.5508
2304.9707,2305.061,2267.501,2276.1692,2336.0063,2344.0461
2293.127,2292.657,2253.14,2263.2976,2324.5994,2332.477
2326.7307,2326.3867,2287.2368,2296.909,2357.1013,2366.3381
2557.7644,2557.9614,2519.0518,2527.5754,2588.4548,2598.863
2495.88,2495.7007,2456.1128,2464.3362,2527.1355,2536.2366
2417.7173,2418.3906,2379.0034,2388.3716,2448.504,2455.9146
2380.7046,2380.083,2339.6912,2348.1692,2412.0913,2422.275
2542.5796,2542.876,2502.8953,2510.9534,2572.175,2581.354
2185.3774,2185.3154,2145.3445,2155.101,2215.9233,2226.4546
2082.7883,2083.4402,2043.0538,2053.5337,2111.655,2120.93
2471.017,2470.3682,2427.2388,2438.3274,2504.6643,2513.117
2415.1907,2415.309,2372.985,2382.5068,2449.1858,2458.3345
2370.007,2369.7578,2327.226,2336.8928,2403.625,2412.546
2438.33,2438.023,2396.592,2405.542,2471.0037,2480.3303
2492.936,2493.4573,2452.1685,2461.655,2526.513,2534.7603
2752.0132,2752.441,2710.0605,2720.1985,2783.5461,2793.1826
2993.72,2994.1375,2952.1267,2962.5288,3025.5645,3033.4983
3098.6423,3097.863,3056.3809,3066.7107,3132.0337,3143.4487
3022.8562,3022.8652,2983.57,2993.2546,3053.3,3061.3948
3000.441,3001.079,2955.446,2963.3972,3034.95,3044.9268
2930.4744,2930.2034,2889.0662,2899.5764,2962.736,2972.5798
2830.1938,2830.4375,2788.7144,2799.086,2861.0867,2872.6897
2702.3242,2701.18,2659.4004,2668.9219,2735.3267,2744.236
2628.7456,2629.662,2585.317,2596.6584,2660.6982,2671.681
2598.7705,2598.4368,2556.6646,2566.7605,2630.5032,2640.206
2547.2676,2547.7437,2503.5537,2514.0269,2580.3499,2589.2605
2625.0525,2624.4001,2585.2893,2594.9563,2655.551,2664.9546
2709.767,2710.3447,2666.7607,2676.8237,2742.2104,2752.3416
2807.3887,2807.0576,2767.4092,2777.786,2838.2021,2850.4624
2879.922,2880.666,2837.1567,2847.1587,2912.2642,2921.3125
2907.446,2908.2036,2863.905,2872.6677,2941.7307,2951.7158
2711.1746,2710.8037,2666.5903,2676.554,2743.3833,2751.2087
2588.9543,2589.3525,2549.5493,2558.3335,2621.0684,2628.5752
2366.5793,2367.2727,2325.8628,2333.3315,2396.228,2406.7756
2271.3794,2271.9448,2231.9568,2240.4644,2301.8118,2311.2563
2188.9414,2189.5269,2145.8787,2156.319,2221.1028,2230.414
2148.8086,2148.5474,2107.7117,2116.4473,2180.6152,2189.6606
2164.2192,2164.291,2123.411,2133.4436,2195.6506,2205.7632
2206.244,2205.8323,2164.752,2174.3335,2238.3826,2249.898
2401.632,2402.2358,2360.115,2370.64,2431.928,2441.388
2626.701,2626.2454,2584.9348,2595.417,2658.7056,2668.7092
2742.991,2743.262,2700.3193,2710.9736,2774.9414,2784.3333
2713.283,2713.391,2674.6982,2683.1296,2744.465,2753.1416
2647.8682,2647.835,2608.0176,2615.992,2679.7983,2689.9746
2652.539,2653.541,2610.267,2619.8376,2683.8809,2691.7297
2599.2466,2599.8655,2557.6775,2567.551,2631.521,2639.7144
2620.0686,2620.0996,2578.2996,2587.828,2651.2244,2659.7559
2607.337,2607.731,2568.69,2575.471,2638.972,2648.5703
2656.4265,2656.791,2611.602,2622.0056,2689.6519,2699.173
2671.5754,2671.8186,2631.9824,2641.893,2701.384,2709.205
2636.5684,2636.1682,2594.1726,2604.8013,2669.7153,2677.4006
2626.1733,2627.2578,2583.863,2591.3584,2658.3423,2667.3677
2668.046,2667.8071,2628.6545,2638.3677,2699.4124,2707.7903
2795.8792,2795.832,2754.4524,2764.2627,2828.1772,2835.9834
2761.7966,2762.3403,2720.6614,2731.6309,2792.4536,2802.618
2593.1167,2593.1963,2552.9482,2561.433,2625.8787,2635.2097
2435.1448,2435.38,2394.7563,2403.2837,2467.3127,2478.174
2277.4773,2277.18,2238.1965,2247.5366,2309.0273,2320.7075
2189.2056,2189.0762,2146.7126,2155.946,2221.4841,2232.7346
2064.826,2065.1453,2023.8688,2032.6967,2097.1938,2105.4526
2034.434,2034.1078,1991.452,2002.8679,2066.4607,2074.8506
2015.6615,2015.9329,1972.2542,1983.8064,2048.2007,2056.9924
2015.7793,2015.0609,1974.0088,1983.9474,2047.5261,2059.176
2092.3916,2092.3076,2051.082,2060.8938,2123.2273,2135.557
2173.8694,2174.4048,2131.4414,2140.764,2206.1875,2215.4475
2261.7717,2261.9722,2220.5835,2231.4175,2291.4749,2300.3875
2433.7415,2433.5342,2392.8103,2402.6548,2465.821,2477.3682
2483.698,2484.01,2439.776,2449.7256,2516.7058,2528.2925
2642.807,2643.5417,2600.2983,2608.9534,2674.712,2683.93
2701.3777,2700.8804,2660.4312,2669.5046,2732.3013,2743.8254
2777.082,2777.7866,2736.7014,2746.383,2808.1638,2815.3064
2651.5173,2650.759,2611.7358,2620.7517,2682.5027,2689.4336
2628.4104,2629.0083,2587.9988,2596.8264,2660.0012,2668.1038
2588.9976,2589.2527,2547.2393,2555.793,2622.992,2631.1643
2547.7024,2547.2048,2508.243,2515.7876,2580.3606,2589.9128
2708.1711,2707.359,2666.1318,2677.2349,2740.556,2749.847
2693.493,2693.2158,2651.2207,2660.5354,2726.1465,2735.8147
2795.975,2796.2627,2752.952,2764.0127,2827.6738,2836.9746
2803.1826,2803.1748,2759.9688,2770.9978,2834.7136,2846.0723
2634.234,2633.4788,2592.9937,2601.2285,2667.9414,2677.889
2549.2185,2549.0156,2508.653,2517.5967,2582.3054,2591.052
2399.9502,2400.0,2359.6523,2367.0715,2432.986,2443.611
2249.818,2250.3906,2209.505,2216.5842,2282.619,2292.411
2167.2278,2167.3384,2123.6262,2134.589,2200.3772,2207.5525
2145.595,2145.9907,2103.2224,2112.0637,2176.0667,2186.5947
2119.6357,2119.4663,2076.6177,2087.398,2153.8145,2162.952
2101.6995,2100.937,2060.8088,2068.3352,2134.142,2143.4453
2177.2651,2176.8071,2137.1467,2145.6345,2210.0347,2218.5989
2227.9675,2228.3032,2186.679,2194.6567,2259.0447,2269.116
2229.7185,2229.6602,2188.3667,2197.9478,2259.927,2268.2058
2405.3909,2406.037,2360.567,2371.2983,2438.6409,2447.199
2510.28,2510.0977,2468.8513,2478.1396,2542.0552,2552.7795
2550.1213,2549.8364,2508.1704,2516.796,2583.1199,2594.4504
2638.5464,2639.2805,2595.8352,2605.1724,2670.7708,2679.9036
2653.926,2653.947,2612.5254,2622.4312,2686.5317,2694.7854
2610.5952,2611.2302,2566.9944,2579.1978,2643.196,2652.9631
2440.2236,2438.7866,2399.35,2408.3242,2473.534,2483.732
2326.2954,2326.4275,2282.681,2293.015,2360.9019,2370.656
2407.6184,2407.5273,2363.8962,2373.5955,2440.5042,2449.7095
2522.39,2521.894,2476.3271,2488.6016,2554.3037,2563.815
2615.3164,2615.5044,2572.4578,2582.8828,2647.678,2657.3271
2742.958,2743.213,2700.9963,2711.073,2776.1326,2785.0388
2774.085,2774.975,2729.1326,2740.9954,2806.0078,2815.6626
2644.9275,2645.4978,2603.6216,2612.5544,2676.6963,2687.8416
2473.6885,2473.9426,2432.961,2441.7483,2504.7986,2515.7537
2277.4614,2278.3022,2235.695,2245.4634,2308.9243,2318.0696
2155.871,2154.6023,2115.6836,2124.9888,2186.732,2195.6738
2097.284,2096.8423,2054.1187,2065.0098,2131.1428,2140.9373
2044.1403,2044.4259,2001.8601,2012.1774,2077.1616,2085.9722
2057.9612,2058.3176,2018.619,2027.7845,2090.8518,2100.0574
2137.6958,2137.9941,2096.9458,2105.6873,2168.7454,2179.7153
2306.3628,2306.7314,2264.4949,2274.503,2337.2288,2347.2454
2522.0789,2522.9863,2480.9126,2490.6765,2553.8323,2562.1572
2661.4246,2661.4937,2618.683,2628.273,2691.1394,2704.9614
2746.7275,2746.4019,2705.535,2716.2893,2776.9375,2786.431
2674.948,2675.8184,2633.0862,2641.3867,2707.028,2716.791
2552.165,2552.0635,2512.4883,2520.5806,2584.1914,2594.0479
2505.7073,2505.8062,2462.4468,2473.1196,2538.9707,2549.254
2506.1323,2505.982,2463.5105,2474.4426,2538.313,2550.0022
2491.272,2491.4805,2450.124,2458.25,2522.8708,2532.3804
2489.879,2489.1138,2448.3567,2459.1924,2520.7336,2531.4956
2519.462,2519.9102,2478.4768,2488.4226,2548.8684,2558.984
2657.3965,2656.8545,2615.5369,2625.5444,2691.0522,2699.8716
2646.7664,2647.333,2605.5093,2614.95,2679.246,2686.6167
2698.6628,2697.5552,2658.9963,2665.798,2731.5413,2742.6
2761.4014,2761.2712,2720.928,2729.153,2792.4424,2802.5403
2809.0144,2809.121,2767.062,2776.5513,2841.8345,2851.7805
2587.774,2588.3887,2546.0457,2555.2485,2618.9011,2631.1729
2440.524,2440.3784,2399.3643,2408.208,2472.011,2483.9531
2269.6206,2269.2793,2227.774,2237.657,2302.4177,2309.7244
2132.263,2131.6035,2090.36,2100.655,2165.255,2176.2578
2050.5908,2050.104,2010.8232,2019.9266,2081.1846,2091.6272
2071.4956,2071.2046,2028.3162,2038.4689,2104.6587,2115.017
2045.9083,2046.1387,2001.8909,2011.9878,2080.3413,2089.1096
2123.8525,2123.1873,2079.6562,2089.9033,2158.0354,2168.34
2315.3206,2314.1758,2273.4807,2282.9097,2349.1355,2357.8938
2565.3884,2565.0654,2525.726,2533.5159,2598.299,2607.4875
2681.378,2680.547,2638.8613,2648.6995,2712.7327,2723.0286
2806.8027,2806.4297,2765.5046,2774.748,2838.8325,2848.64
2859.2322,2858.916,2818.1345,2827.732,2893.8762,2902.092
2725.6494,2725.6458,2684.387,2693.7048,2757.364,2767.585
2753.8186,2753.0583,2715.6487,2723.132,2783.777,2794.244
2779.859,2778.837,2739.0037,2747.6375,2812.937,2822.682
2771.5862,2770.9678,2730.9885,2739.2717,2804.963,2813.6628
2781.9775,2781.058,2741.818,2750.8533,2812.48,2822.0156
2841.648,2841.8706,2801.227,2809.1934,2872.8262,2881.0295
2914.2476,2914.1958,2871.4841,2882.2615,2945.5964,2955.7683
3039.497,3039.3242,2995.754,3008.4268,3072.5752,3082.4727
3017.6775,3017.5703,2975.7249,2986.2917,3049.077,3058.7004
3041.5498,3042.5923,2997.8345,3008.9658,3073.3977,3083.5044
2981.185,2979.816,2942.9329,2950.0796,3013.8992,3025.5938
2814.176,2814.8088,2773.665,2782.67,2845.652,2853.7163
2682.0793,2681.9233,2639.9705,2650.349,2713.203,2722.1826
2528.6895,2528.9194,2486.532,2496.6465,2560.4736,2570.3618
