,TFT,TFT-median,TFT-lo-90,TFT-lo-80,TFT-hi-80,TFT-hi-90
557,2390.0454,2390.0842,2350.7693,2357.405,2421.52,2431.6252
558,2472.146,2472.5156,2431.017,2442.3835,2503.105,2514.5605
559,2528.347,2527.9275,2487.2004,2497.0762,2559.3188,2572.2578
560,2625.4158,2625.7095,2581.3274,2593.3806,2657.283,2667.223
561,2678.4922,2680.04,2636.3704,2644.97,2710.1558,2717.5608
562,2647.299,2646.6953,2603.752,2614.9302,2680.2786,2691.106
563,2630.9326,2631.1106,2588.5042,2599.2375,2662.9253,2671.466
564,2694.5996,2695.0957,2651.5388,2660.665,2728.796,2737.7024
565,2674.844,2675.0852,2633.282,2643.216,2707.3716,2717.7612
566,2640.1182,2639.9175,2600.0789,2608.4712,2670.4521,2680.9521
567,2668.1782,2667.6865,2626.0107,2637.1511,2700.2954,2709.951
568,2674.0186,2674.258,2631.0808,2640.4492,2705.7107,2714.9592
569,2748.3008,2747.9053,2704.7517,2714.8896,2780.338,2791.9937
570,2687.1223,2686.949,2641.8706,2653.8672,2719.9263,2730.2773
571,2644.264,2644.962,2601.3342,2612.1716,2675.5278,2685.1545
572,2601.9941,2602.275,2560.624,2569.1467,2633.5237,2644.2532
573,2587.965,2588.2354,2547.8196,2556.2024,2617.856,2629.6313
574,2562.987,2563.2212,2521.4265,2530.5715,2595.7495,2604.733
575,2566.9197,2567.3022,2523.7039,2533.2097,2598.9333,2607.5828
576,2593.9287,2593.7634,2552.3926,2562.2542,2625.1243,2635.4973
577,2560.452,2561.59,2518.5403,2529.3477,2590.0796,2599.4314
578,2565.3855,2564.46,2522.997,2532.8901,2599.3965,2609.3213
579,2544.5876,2545.2935,2500.2498,2512.6477,2576.5205,2586.0938
580,2618.0222,2617.983,2576.8271,2585.8303,2650.207,2658.6343
581,2606.34,2606.6743,2563.1997,2573.2046,2637.9238,2649.4775
582,2741.4358,2741.908,2699.773,2709.51,2773.8413,2785.843
583,2697.449,2696.852,2655.8691,2666.3008,2730.7202,2741.4255
584,2755.6833,2755.313,2711.974,2722.5618,2789.368,2800.2273
585,2726.23,2725.6416,2682.2788,2693.7837,2759.7383,2769.3315
586,2667.9268,2666.5762,2626.5298,2639.0764,2698.2979,2709.349
587,2649.3127,2648.6418,2612.1858,2619.515,2681.0293,2690.4937
588,2614.1484,2614.857,2575.0688,2584.517,2643.6497,2654.1062
589,2630.1675,2630.5273,2586.455,2597.838,2661.684,2671.341
590,2612.2007,2611.5442,2572.87,2581.4644,2643.0107,2651.7856
591,2724.1042,2723.7825,2682.023,2691.68,2756.0044,2766.489
592,2691.2485,2689.994,2651.561,2660.6355,2723.1943,2735.7341
593,2858.0134,2857.855,2816.6719,2825.7942,2888.8062,2898.7522
594,2774.0168,2774.351,2731.2864,2741.818,2805.4639,2816.8918
595,2781.43,2781.6475,2742.0505,2750.5574,2813.739,2824.808
596,2756.56,2755.862,2714.4797,2723.639,2789.164,2799.7961
597,2728.305,2728.346,2685.4263,2695.8857,2761.3818,2769.2378
598,2684.4417,2684.1406,2645.9062,2655.1018,2715.7566,2724.0618
599,2621.7866,2621.07,2579.5015,2591.3245,2654.8494,2663.1052
600,2694.4236,2693.8958,2655.2502,2664.1506,2726.7446,2735.9617
601,2639.1855,2639.4119,2598.7102,2606.8118,2670.0579,2681.9014
602,2609.1753,2608.9312,2564.9475,2575.2358,2642.5962,2652.628
603,2585.4395,2584.9873,2543.92,2553.634,2618.5886,2629.6262
604,2645.3076,2645.077,2605.3499,2613.9583,2678.7502,2689.862
605,2693.6736,2693.4934,2649.8906,2661.3313,2726.556,2736.3054
606,2766.044,2765.4692,2725.3362,2734.4153,2798.4778,2807.3296
607,2786.6396,2786.719,2745.7861,2752.692,2818.2478,2825.7441
608,2869.0154,2868.233,2829.5332,2838.3267,2899.9392,2909.389
609,2845.757,2846.3584,2801.2378,2813.0774,2876.8794,2888.094
610,2821.7754,2821.3315,2778.1533,2789.0208,2854.5132,2865.9126
611,2762.8235,2763.8032,2722.181,2730.7385,2793.4514,2801.1292
612,2789.837,2790.2031,2747.0825,2757.6091,2821.471,2834.2527
613,2771.2595,2771.011,2725.1484,2738.3423,2806.5342,2818.675
614,2746.003,2746.0967,2704.9817,2713.6023,2779.4585,2788.6353
615,2783.7954,2784.3574,2742.81,2752.2957,2815.5598,2824.0706
616,2821.8188,2821.7898,2779.8403,2789.8171,2854.0884,2863.5962
617,2903.7617,2904.1792,2861.2773,2871.0598,2936.034,2945.3943
618,2789.5664,2788.854,2746.906,2756.2854,2821.587,2831.694
619,2793.9626,2793.894,2752.9316,2762.7148,2825.978,2838.7231
620,2787.3838,2786.9558,2743.8926,2754.0256,2818.62,2832.2695
621,2815.0403,2814.648,2773.0413,2781.6465,2847.495,2858.1108
622,2742.9111,2743.6267,2697.3997,2709.3635,2775.0762,2786.8015
623,2697.0815,2696.688,2656.2378,2665.589,2729.2898,2737.6824
624,2681.6875,2681.1865,2637.9773,2649.7327,2717.6045,2725.978
625,2592.735,2593.0603,2547.7747,2558.8677,2626.7168,2637.3574
626,2548.8328,2548.73,2502.9707,2513.181,2583.884,2593.668
627,2563.3296,2563.915,2521.5022,2529.5063,2595.519,2607.4775
628,2620.189,2619.7778,2577.5278,2585.6821,2654.9895,2664.6724
629,2605.1694,2605.7246,2561.1533,2573.196,2636.7856,2645.965
630,2763.1084,2762.93,2720.9014,2731.256,2794.741,2804.0088
631,2823.2068,2823.249,2783.0432,2793.176,2853.5215,2864.0186
632,2929.4602,2930.043,2881.1123,2893.2097,2962.9463,2973.185
633,2871.3513,2871.7837,2829.3818,2837.9285,2905.1208,2914.8628
634,2911.632,2912.8345,2855.9602,2871.8516,2949.5103,2963.9976
635,2882.765,2881.419,2835.061,2846.5127,2919.1875,2931.2578
636,2756.6316,2756.2622,2713.7979,2723.327,2789.6475,2800.3315
637,2815.9036,2814.9,2770.2039,2782.1677,2850.9395,2860.925
638,2741.3696,2742.0432,2697.9678,2708.4382,2774.1487,2785.0015
639,2903.1658,2903.025,2858.3906,2869.5967,2937.2896,2947.9897
640,2972.755,2971.4395,2927.597,2937.9604,3008.1162,3021.8953
641,3049.438,3049.9814,2997.8691,3010.9429,3091.2874,3102.7373
642,2958.6714,2957.6836,2911.1523,2923.6772,2995.5613,3007.6077
643,2916.0598,2916.4507,2871.1328,2881.746,2950.2612,2961.6267
644,2913.7915,2913.5378,2868.838,2878.9746,2949.1333,2960.49
645,2860.8064,2860.5786,2817.772,2827.8447,2893.847,2906.6472
646,2909.4255,2909.9707,2855.2166,2870.101,2947.5588,2959.3254
647,2769.7405,2769.9607,2729.6318,2737.911,2801.8093,2808.7876
648,2805.1992,2804.8694,2749.0645,2761.3225,2848.686,2861.2979
649,2673.0999,2672.7998,2630.3877,2639.8599,2705.9587,2715.369
650,2646.2278,2646.1604,2594.7542,2607.475,2683.066,2695.9172
651,2664.0613,2663.831,2620.6,2631.059,2697.1794,2706.991
652,2686.3772,2686.8066,2637.3484,2647.7178,2722.6853,2734.8154
653,2763.4634,2763.6567,2718.136,2726.6326,2799.0852,2811.397
654,2823.9536,2824.262,2771.8945,2785.8584,2863.2202,2875.6433
655,2894.754,2895.9507,2839.868,2853.367,2933.47,2944.0364
656,2843.2004,2842.6392,2797.8694,2809.9412,2876.2278,2883.9385
657,2893.1223,2892.7104,2851.4763,2861.215,2927.2654,2937.9724
658,2965.8186,2966.8716,2848.207,2879.145,3049.6255,3083.2002
659,2864.605,2864.8887,2822.7795,2833.3984,2897.7632,2904.248
660,2884.8875,2884.605,2844.3223,2854.5261,2916.7998,2928.5137
661,3010.94,3012.1675,2941.245,2958.2778,3061.297,3077.3308
662,2954.193,2951.5703,2807.1133,2845.4165,3065.8875,3098.3054
663,2998.2192,2999.607,2878.917,2912.8,3084.7642,3112.1404
664,3040.3452,3041.5552,2965.0217,2986.7761,3093.7502,3108.7683
665,3090.4126,3090.6602,2932.218,2978.5164,3203.14,3241.1963
666,2944.233,2944.142,2898.1208,2911.2961,2979.075,2988.3853
667,3031.2644,3031.6685,2824.484,2875.2239,3186.2234,3255.747
668,2974.5117,2971.879,2667.0303,2750.1995,3201.52,3278.321
669,2913.046,2914.0835,2652.5396,2728.2537,3093.871,3158.2205
670,2888.8887,2881.7021,2659.9448,2725.4814,3059.3281,3135.2424
671,2863.5518,2864.16,2817.9636,2827.9377,2898.5715,2907.2578
672,3249.5188,3250.2966,3185.284,3203.524,3295.7798,3308.6067
673,3168.9685,3167.5962,3038.113,3076.513,3275.439,3310.4688
674,3156.6648,3155.0752,2989.39,3029.5564,3284.2651,3333.1042
675,3114.2944,3114.0532,3015.5854,3039.0986,3191.1084,3217.6018
676,3072.08,3071.548,3017.513,3030.6133,3113.3538,3127.43
677,3067.5537,3068.7708,2979.03,2999.2566,3133.1714,3156.3037
678,3061.252,3061.9648,2984.5312,3002.186,3115.6196,3130.0684
679,3075.8828,3075.3984,3022.2148,3033.8164,3117.639,3130.9753
680,3124.178,3122.7651,3058.6128,3074.9604,3174.7554,3194.0706
681,3121.622,3121.4268,3070.868,3082.6777,3163.4663,3176.3171
682,3200.704,3201.0078,3132.9702,3150.9624,3250.4475,3266.0366
683,3192.906,3193.1575,3137.7507,3152.7234,3234.4993,3247.1067
684,3294.2944,3295.3804,3225.336,3245.5437,3339.743,3361.18
685,3237.5813,3236.7334,3178.2432,3192.4153,3282.895,3296.5352
686,3190.912,3190.8262,3136.2244,3147.296,3233.6423,3244.968
687,3166.9944,3165.3076,3118.7808,3129.6943,3205.2466,3219.8696
688,3288.373,3288.4648,3224.4666,3239.4014,3335.766,3351.291
689,3291.981,3293.4214,3239.6836,3252.5222,3332.0334,3344.163
690,3190.4243,3190.3037,3136.4595,3149.257,3230.9321,3242.563
691,3197.2566,3198.1013,3142.6882,3156.3071,3238.184,3249.6284
692,3231.567,3231.3953,3165.7478,3182.9612,3282.2278,3298.346
693,3221.9104,3222.6143,3163.1265,3179.852,3259.8503,3275.9402
694,3151.9302,3151.3198,3093.0864,3107.3953,3193.8586,3209.9097
695,3081.412,3079.2085,3029.27,3043.4685,3123.1057,3134.211
696,3070.6975,3071.0308,2951.6423,2984.6343,3156.2727,3183.0198
697,3025.5027,3025.397,2928.704,2956.4194,3099.9216,3126.1223
698,2986.1506,2984.7178,2927.302,2939.8257,3028.1792,3043.5078
699,2899.7842,2901.4187,2810.2188,2834.0774,2961.06,2981.5388
700,3019.0352,3017.5347,2931.6538,2951.1077,3089.1204,3113.3442
701,2980.4248,2981.0454,2893.2773,2914.8962,3041.6504,3056.931
702,3080.1016,3080.395,3021.8936,3037.0908,3124.6309,3136.6848
703,3047.3315,3046.0906,2978.6958,2993.1536,3102.8877,3122.5
704,3106.6958,3107.1787,3052.6062,3066.0898,3150.689,3165.8357
705,3110.9944,3111.5234,3055.5076,3069.901,3152.3323,3166.4016
706,3195.155,3195.9863,3137.0103,3150.102,3237.6216,3250.4514
707,3180.2742,3179.6428,3117.5254,3134.2673,3226.27,3238.4067
708,3092.3923,3092.1436,3041.6155,3053.2224,3131.6035,3142.9983
709,3254.7556,3253.2778,3194.4636,3210.7795,3301.9304,3312.802
710,3237.1335,3235.8892,3173.8115,3189.4084,3286.1313,3301.3533
711,3195.8745,3197.8076,3136.4827,3152.1138,3237.9656,3251.4292
712,3237.8855,3237.9993,3179.102,3194.5303,3282.3862,3296.2212
713,3312.387,3311.976,3259.8157,3272.1055,3352.143,3365.1782
714,3268.9375,3269.143,3219.3633,3231.038,3310.233,3320.4558
715,3271.2336,3272.2043,3216.4417,3228.016,3313.9958,3326.6897
716,3348.9487,3347.8257,3287.8806,3302.5774,3395.6597,3408.107
717,3249.0144,3248.4712,3195.2498,3208.599,3290.3774,3302.0398
718,3185.3054,3185.3418,3133.9836,3145.7983,3226.6296,3239.4224
719,3061.383,3062.3496,3004.4502,3020.4624,3101.623,3112.3013
720,3018.8396,3018.588,2968.8687,2979.9407,3057.253,3070.2705
721,2589.5466,2589.9626,2524.5535,2539.804,2637.3672,2652.1582
722,2812.0698,2812.7039,2754.5696,2768.693,2853.4473,2867.1423
723,3131.0332,3129.2395,3080.824,3091.935,3170.8535,3182.8413
724,3205.274,3205.1047,3153.941,3164.7366,3244.3174,3255.2422
725,3311.586,3312.0593,3257.2173,3269.285,3353.6746,3363.2607
726,3438.9102,3437.9646,3389.333,3399.7683,3480.0974,3494.2703
727,3573.1191,3574.063,3519.4753,3531.8726,3613.6414,3625.2883
728,3655.807,3655.525,3596.2834,3613.5784,3699.8367,3713.4275
729,3718.212,3718.4292,3656.5452,3672.3713,3762.7747,3779.2349
730,3741.3333,3738.6184,3676.1958,3691.0923,3794.9397,3811.3616
731,3723.1636,3723.394,3662.396,3677.5918,3768.6653,3782.5422
732,3757.132,3757.1533,3689.1377,3705.7986,3808.932,3822.1443
733,3767.963,3772.1943,3389.577,3501.519,4039.2207,4161.186
734,3763.989,3769.3037,3208.1338,3358.5984,4136.7925,4290.675
735,3742.6013,3742.0767,3534.3423,3593.935,3883.5312,3938.8555
736,3760.2349,3750.4736,3128.6257,3297.1174,4250.0303,4439.7554
737,3708.4146,3709.0825,3649.5994,3662.8604,3751.1348,3766.5186
738,3789.916,3795.732,3552.2717,3605.361,3961.4353,4030.423
739,3669.6587,3668.6318,3601.113,3617.5503,3723.3035,3735.5684
740,3697.703,3671.4468,2683.3667,2999.0984,4394.44,4730.008
741,3715.0476,3713.0085,3385.5662,3485.1921,3948.4795,4041.013
742,3619.215,3618.9922,3553.04,3571.2468,3665.9087,3682.3645
743,3618.6772,3617.495,3549.8364,3565.3538,3668.5503,3686.8123
744,3225.3328,3225.6626,3175.3103,3188.213,3264.4229,3276.7913
745,3175.825,3176.615,3122.1812,3133.8296,3217.4663,3229.0532
746,3180.203,3178.4805,3132.014,3141.6345,3219.7732,3232.7144
747,3204.336,3202.6785,3152.1614,3163.5474,3244.843,3260.6401
748,3312.0503,3313.5295,3260.1138,3271.4102,3352.8066,3362.367
749,3335.7524,3334.233,3286.5676,3299.055,3373.4834,3389.9595
750,3394.5232,3394.8179,3346.7183,3354.7336,3433.2349,3445.7588
751,3555.6233,3555.3203,3503.8108,3516.6985,3595.2927,3608.3518
752,3551.4653,3551.4282,3496.394,3510.3982,3592.971,3603.9602
753,3338.085,3337.8022,3287.3196,3297.2134,3378.0007,3388.391
754,3428.1611,3428.582,3375.6929,3385.2783,3469.4612,3483.0898
755,3384.115,3383.2505,3330.0085,3343.9294,3425.4607,3438.486
756,3362.9763,3363.5454,3307.1914,3321.068,3405.565,3415.863
757,3262.6743,3263.3022,3208.838,3220.8782,3303.0105,3315.1047
758,3315.1743,3315.7622,3263.5637,3274.22,3355.6646,3366.7168
759,3313.4175,3314.8843,3258.0376,3272.7212,3351.993,3364.1685
760,3415.4517,3414.749,3365.3691,3374.7786,3455.5125,3470.7292
761,3432.538,3433.2136,3376.627,3390.3745,3471.8218,3483.4846
762,3468.1082,3466.5488,3414.8052,3427.7397,3508.8074,3520.8435
763,3371.5166,3370.5576,3320.7102,3330.222,3412.8115,3424.692
764,3434.4695,3435.5356,3380.6096,3394.2239,3474.6414,3489.4143
765,3394.278,3393.628,3340.219,3354.571,3435.1487,3450.7925
766,3345.632,3345.8396,3291.6719,3303.5725,3388.9028,3401.7803
767,3291.2146,3291.3706,3238.7012,3249.708,3333.4434,3346.0146
768,3253.4092,3253.086,3197.531,3213.2495,3294.8643,3307.7754
769,3253.66,3252.976,3204.848,3215.9634,3293.2876,3304.758
770,3255.974,3255.4614,3203.8455,3215.1624,3298.0251,3308.4963
771,3279.491,3279.6528,3225.7417,3237.1582,3321.7783,3332.7346
772,3329.2148,3330.2498,3275.8713,3286.6702,3372.3044,3381.633
773,3380.978,3382.3555,3327.9756,3339.2517,3422.2456,3432.3525
774,3469.7585,3468.6836,3416.1804,3430.1638,3508.5508,3522.572
775,3479.8667,3478.956,3427.9238,3442.3667,3518.9617,3533.0962
776,3476.5735,3475.7764,3423.5706,3434.3962,3519.6982,3532.3237
777,3460.0405,3460.3564,3403.165,3418.211,3501.817,3512.3337
778,3321.193,3321.5916,3265.703,3278.8826,3361.5288,3374.4688
779,3380.157,3379.5276,3329.1897,3340.546,3419.7932,3430.3047
780,3334.356,3334.853,3281.7324,3294.6013,3375.0337,3388.998
781,3344.4766,3346.3994,3288.2332,3305.263,3383.0178,3396.9604
782,3344.3315,3343.7354,3291.844,3304.725,3385.956,3396.9053
783,3368.975,3368.4546,3320.2793,3329.9727,3409.5654,3419.873
784,3292.9414,3292.3364,3239.3127,3253.788,3334.2085,3346.5354
785,3419.236,3419.105,3366.8025,3378.38,3459.787,3471.6213
786,3384.6711,3383.458,3328.5146,3340.514,3428.6018,3441.7856
787,3343.9106,3343.496,3293.788,3305.1174,3382.8179,3396.0344
788,3331.3462,3330.7292,3280.4666,3293.0745,3371.5564,3384.8774
789,3316.311,3315.8271,3264.5615,3276.8613,3355.4836,3368.792
790,3269.675,3270.4739,3213.7593,3228.259,3311.291,3323.8884
791,3247.6975,3247.372,3195.605,3209.7163,3286.7668,3300.998
792,3163.9795,3162.8384,3112.7751,3123.6836,3204.064,3216.6023
793,3143.2395,3142.896,3095.2256,3106.2615,3181.4792,3193.7551
794,3136.0693,3135.7876,3080.5608,3095.9988,3176.087,3188.532
795,3188.008,3188.3032,3133.5276,3147.0266,3228.301,3238.7576
796,3240.384,3239.8438,3188.5754,3199.2097,3282.3606,3291.6333
797,3255.8872,3255.9219,3204.4111,3215.2937,3296.0554,3306.8152
798,3408.4993,3408.7234,3354.974,3369.1157,3451.5637,3462.2388
799,3491.4048,3491.4277,3440.7747,3450.4077,3531.9946,3544.7266
800,3424.8572,3424.8564,3370.491,3383.795,3464.992,3478.118
801,3385.6328,3385.0186,3331.682,3345.1985,3426.7363,3438.222
802,3366.0396,3366.3462,3316.9622,3327.158,3404.369,3420.2837
803,3271.5981,3272.072,3222.419,3232.7708,3310.519,3324.3337
804,3250.8584,3251.1301,3197.5486,3211.1501,3289.7957,3300.8845
805,3315.859,3315.8481,3262.7822,3277.2317,3356.7424,3368.7483
806,3361.0706,3361.0354,3308.9163,3322.934,3397.6833,3411.5808
807,3386.8826,3386.6577,3336.587,3346.506,3425.0598,3438.6184
808,3341.083,3340.8306,3289.5151,3302.5122,3380.3137,3392.8198
809,3490.699,3490.3652,3440.1836,3452.8206,3531.057,3540.7761
810,3361.7585,3362.1055,3308.6199,3319.8137,3401.0803,3413.9211
811,3391.2102,3389.9563,3335.7017,3351.3723,3434.6462,3445.2473
812,3362.3694,3361.7769,3310.818,3321.875,3406.0886,3417.4136
813,3330.2385,3331.1306,3277.1453,3285.765,3371.5623,3383.8167
814,3289.0435,3289.4033,3239.2817,3252.2314,3326.426,3334.7595
815,3220.5347,3219.7778,3168.7454,3181.7432,3259.7336,3268.6052
816,3587.6887,3587.6016,3516.7915,3535.2507,3642.772,3659.4446
817,3465.6172,3465.7837,3412.5461,3422.8992,3506.7173,3521.6072
818,3675.5056,3679.3823,3524.8472,3558.6191,3784.163,3828.1572
819,3692.371,3691.2734,3484.0532,3540.4246,3850.3687,3902.3867
820,3658.288,3656.3647,3594.797,3609.219,3711.9268,3725.623
821,3753.3596,3744.9255,3296.2222,3420.7915,4074.8462,4243.6855
822,3813.601,3812.2769,3540.6519,3610.1501,4024.349,4091.44
823,3846.7683,3838.5706,3277.9158,3419.2349,4334.3066,4535.754
824,3810.1924,3806.0288,3512.4253,3588.9395,4036.973,4131.2646
825,3665.8887,3693.9707,2428.1304,2840.4763,4607.768,4983.938
826,3737.3118,3712.0557,2505.0942,2926.3948,4602.9697,4887.6943
827,3696.8782,3673.2983,2465.097,2814.4502,4542.945,5201.174
828,3754.348,3715.3743,2778.9126,3047.137,4418.432,4703.23
829,3691.5208,3691.2373,3532.439,3569.658,3817.884,3862.57
830,3608.9285,3586.3777,2591.046,2908.0757,4332.191,4738.6875
831,3753.0884,3753.69,3327.1523,3453.83,4061.3564,4167.0947
832,3761.39,3747.485,2732.2012,3032.469,4497.358,4847.025
833,3713.144,3674.4282,2637.7363,2998.4114,4363.388,4694.374
834,3740.4766,3716.317,2409.2678,2847.3403,4586.127,5307.286
835,3592.4329,3585.1875,2479.821,2830.3613,4383.2544,4827.43
836,3672.5613,3711.1074,2313.0308,2819.18,4601.5117,4994.5728
837,3689.5513,3690.5159,3572.062,3600.7947,3779.9148,3808.704
838,3657.4624,3671.6274,2334.2063,2778.6472,4534.7676,4957.413
839,3467.1711,3502.166,2205.3918,2688.457,4324.1714,4723.9253
